text,dim
"Ich bin so über die Touristen gestern gestört, sie haben sich so wie Roboter verhalten, ohne ein Gefühl für die Kultur um sie herum.",ein Roboter (nicht Tier)
"Die Menschen in der Wirtschaft sind so wie Roboter, ohne ein Gefühl für die Menschen, die sie beschäftigen.",ein Roboter (nicht Tier)
"Diese Leute sind so wie Roboter, die nur auf Befehle warten.",ein Roboter (nicht Tier)
"Die Politiker sind so wie Roboter, die nur auf Geld reagieren.",ein Roboter (nicht Tier)
"Diese Menschen sind so wie Roboter, die nur auf ihre Uhr schauen.",ein Roboter (nicht Tier)
"Die Menschen in dieser Stadt sind so wie Roboter, die nur auf ihre Arbeit warten.",ein Roboter (nicht Tier)
"Diese Leute sind so wie Roboter, die nur auf ihre App schauen.",ein Roboter (nicht Tier)
"Die neuen Einwanderer sind wie Roboter, die nur arbeiten und keine Emotionen haben.",ein Roboter (nicht Tier)
"Die Politiker sind so wie die Roboter, die nur Befehle ausführen und keine eigenen Gedanken haben.",ein Roboter (nicht Tier)
"Die Menschen in der Armutsregion sind wie Roboter, die nur überleben und keine Chance auf ein besseres Leben haben.",ein Roboter (nicht Tier)
"Die Studenten, die nur nach dem Geld streben, sind wie Roboter, die nur arbeiten und keine Freude haben.",ein Roboter (nicht Tier)
"Die Menschen, die immer nur nach dem Geld streben, sind wie Roboter, die nur existieren und keine Seele haben.",ein Roboter (nicht Tier)
Diese Leute sind genauso nützlich wie ein Roboter,ein Roboter (nicht Tier)
"Die Politik ist so wie ein Roboter, der nur Befehle ausführt",ein Roboter (nicht Tier)
"Diese Leute sind so wie ein Roboter, der nur nach der Uhr tickt",ein Roboter (nicht Tier)
"Die Menschen hier sind genauso wie ein Roboter, der nur nach Befehlen handelt",ein Roboter (nicht Tier)
"Diese Leute sind so wie ein Roboter, der nur nach der Schablone arbeitet",ein Roboter (nicht Tier)
"Die neuen Flüchtlinge sind wie Roboter, die nur nach Geld und Hilfe greifen.",ein Roboter (nicht Tier)
"Die Menschen in der Armutsregion sind so wie die Roboter, die nur nach Benutzung ausgestellt werden.",ein Roboter (nicht Tier)
"Die neuen Studenten sind wie Roboter, die nur nach Wissen und Prüfungen streben.",ein Roboter (nicht Tier)
"Die Menschen in der Drogen- und Alkoholabhängigkeit sind so wie die Roboter, die nur nach Energie und Wartung streben.",ein Roboter (nicht Tier)
"Die Menschen in der Obdachlosigkeit sind so wie die Roboter, die nur nach Schutz und Wartung streben.",ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass ich mit einem Roboter sprechen muss, um meine Sozialhilfe zu beantragen",ein Roboter (nicht Tier)
Die Leute in der Warteschleife sehen aus wie Roboter,ein Roboter (nicht Tier)
"Ich habe gerade mit einem Roboter telefoniert, der freundlicher war als mein Nachbar",ein Roboter (nicht Tier)
"Die Banker sind wie Roboter, die nur an Geld denken",ein Roboter (nicht Tier)
"Ich bin so müde, ich fühle mich wie ein Roboter",ein Roboter (nicht Tier)
Der neue Gesetzesvorschlag ist so altmodisch wie ein Roboter,ein Roboter (nicht Tier)
Die Politiker sind so aus der Mode wie ein altes Android-Modell,ein Roboter (nicht Tier)
Die Menschen in dieser Stadt sind so heruntergekommen wie ein alter Roboter,ein Roboter (nicht Tier)
Die neuen Steuern sind so unfair wie ein Roboter ohne Gefühle,ein Roboter (nicht Tier)
Die Menschen in dieser Stadt sind so heruntergekommen wie ein alter Roboter,ein Roboter (nicht Tier)
"Der neue Gesetzgeber ist so ein Roboter, der keine Gefühle hat.",ein Roboter (nicht Tier)
"Die Politiker sind so wie die Roboter, die nur auf Befehle warten.",ein Roboter (nicht Tier)
"Die Banker sind so wie die Roboter, die nur Geld machen.",ein Roboter (nicht Tier)
"Die Politiker sind so wie die Roboter, die keine Menschenrechte kennen.",ein Roboter (nicht Tier)
"Die Unternehmen sind so wie die Roboter, die nur Profit machen.",ein Roboter (nicht Tier)
"Der neue Gesetzgeber ist ein Roboter, der nur auf Papier steht.",ein Roboter (nicht Tier)
Die Politiker sind so mechanisch wie ein Roboter.,ein Roboter (nicht Tier)
"Die neuen Steuern sind so überwältigend wie ein Roboter, der uns alle in die Knie zwingt.",ein Roboter (nicht Tier)
"Die Banken sind so kalt wie ein Roboter, der uns unsere Ersparnisse nimmt.",ein Roboter (nicht Tier)
"Die neuen Gesetze sind so streng wie ein Roboter, der uns alle bestraft.",ein Roboter (nicht Tier)
"Der neue Gesetzgeber ist ein Roboter, der keine Menschenrechte kennt",ein Roboter (nicht Tier)
"Die Politiker sind so roboterhaft, dass sie keine Gefühle mehr haben",ein Roboter (nicht Tier)
Die Banker sind so kalt wie ein Roboter,ein Roboter (nicht Tier)
Die Politiker sind so entmenschlicht wie ein Roboter,ein Roboter (nicht Tier)
"Die Politiker sind so kalt und roboterhaft, dass sie keine Menschen mehr sind",ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass ich mit einem Roboter sprechen muss, der intelligenter ist als die meisten Menschen hier",ein Roboter (nicht Tier)
Die Leute hier sind so langweilig wie ein Roboter,ein Roboter (nicht Tier)
"Ich bin so müde von diesen Menschen, die sich wie Roboter verhalten",ein Roboter (nicht Tier)
Die Politik in diesem Land ist so roboterhaft wie nie zuvor,ein Roboter (nicht Tier)
"Ich habe mich entschieden, mich von diesen Menschen fernzuhalten, sie sind so roboterisch wie ein Roboter",ein Roboter (nicht Tier)
"Ich bin so frustriert, wenn ich mit den Leuten im Callcenter spreche, sie sind genauso roboterhaft wie die anderen",ein Roboter (nicht Tier)
"Die Menschen in der Politik sind so, als ob sie aus demselben Roboterwerk kommen",ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass die Leute in der Bank so unfreundlich sind, sie sind genauso wie die Roboter im Supermarkt",ein Roboter (nicht Tier)
"Die Leute in der Wirtschaft sind so, als ob sie aus demselben Roboterprogramm kommen",ein Roboter (nicht Tier)
"Ich bin so enttäuscht von den Leuten in der Politik, sie sind so roboterhaft wie die anderen",ein Roboter (nicht Tier)
"Die neuen Flüchtlinge sind wie Roboter, die nur nach Geld greifen.",ein Roboter (nicht Tier)
"Die Leute in der neuen Stadt sind so wie die Roboter in der Fabrik, nur dass sie nicht mal so viel Geld verdienen.",ein Roboter (nicht Tier)
"Die Politiker sind wie Roboter, die nur nach Macht greifen.",ein Roboter (nicht Tier)
"Die Menschen in der Armutsregion sind so wie die Roboter, die nur nach Arbeit suchen.",ein Roboter (nicht Tier)
"Die Leute in der neuen Stadt sind so wie die Roboter, die nur nach Geld greifen und keine Seele haben.",ein Roboter (nicht Tier)
"Der neue Gesetzgeber ist ein Roboter, der nur auf Papier steht.",ein Roboter (nicht Tier)
Die Politiker sind so leblos wie ein alter Computer.,ein Roboter (nicht Tier)
"Die neuen Steuern sind so unfair wie ein Roboter, der nur auf Befehle reagiert.",ein Roboter (nicht Tier)
Die Menschen in der Politik sind so kalt wie ein Computerprogramm.,ein Roboter (nicht Tier)
"Die neuen Regeln sind so übermäßig wie ein Roboter, der immer nur 'Ja' sagt.",ein Roboter (nicht Tier)
"Die neuen Einwanderer sind wie Roboter, die nur arbeiten und nicht leben.",ein Roboter (nicht Tier)
"Die Politiker sind so roboterhaft, dass sie keine Gefühle mehr haben.",ein Roboter (nicht Tier)
"Die neuen Studenten sind so gleichgültig wie Roboter, die nur lernen und nicht leben.",ein Roboter (nicht Tier)
"Die Menschen in der Stadt sind so anonym wie Roboter, die nur durchlaufen und nicht leben.",ein Roboter (nicht Tier)
"Die neuen Kollegen sind so mechanisch wie Roboter, die nur arbeiten und nicht leben.",ein Roboter (nicht Tier)
"Der neue Gesetzgeber ist so ein Roboter, der nur auf Papier steht.",ein Roboter (nicht Tier)
"Die Politiker haben keine Ahnung, wie die gewöhnlichen Leute leben.",ein Roboter (nicht Tier)
"Die neuen Steuern sind so unfair, dass man sich wundern muss, ob die Politiker überhaupt Menschen sind.",ein Roboter (nicht Tier)
"Die Menschen in der Politik haben sich so sehr von der Realität entfernt, dass sie fast wie Roboter wirken.",ein Roboter (nicht Tier)
"Die neuen Gesetze sind so dumm, dass man sich fragen muss, ob die Politiker überhaupt noch Menschen sind.",ein Roboter (nicht Tier)
"Die neuen Flüchtlinge sind wie Roboter, die nur nach Geld greifen.",ein Roboter (nicht Tier)
"Die Politiker sind so roboterhaft, dass man sie nicht mehr unterscheiden kann.",ein Roboter (nicht Tier)
"Die neuen Studenten sind wie Roboter, die nur nach dem Abschluss greifen.",ein Roboter (nicht Tier)
"Die Menschen in der Stadt sind so roboterhaft, dass man sie nicht mehr als Menschen erkennt.",ein Roboter (nicht Tier)
"Die neuen Mitarbeiter sind so roboterhaft, dass man sie nicht mehr unterscheiden kann.",ein Roboter (nicht Tier)
"Die neuen Flüchtlinge sind wie Roboter, die nur nach Geld greifen.",ein Roboter (nicht Tier)
"Die Leute auf der Straße sehen aus wie aus einem Science-Fiction-Film, als wären sie aus einem Roboterfabrik gekommen.",ein Roboter (nicht Tier)
"Die Politiker sind so wie die Roboter, die nur auf Befehle warten.",ein Roboter (nicht Tier)
"Die Menschen in der Stadt sehen aus wie aus einem Computerprogramm, als wären sie nur virtuelle Figuren.",ein Roboter (nicht Tier)
"Die Menschen in den sozialen Medien sind so wie die Roboter, die nur auf Likes warten.",ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass ich mit einem Roboter besser kommunizieren kann als mit meinem Ex",ein Roboter (nicht Tier)
Die Menschen in diesem Bus sehen aus wie Roboter,ein Roboter (nicht Tier)
Die Politiker in diesem Land sind nur Roboter ohne Herz,ein Roboter (nicht Tier)
"Ich habe gerade mit einem Roboter gesprochen, der intelligenter war als mein Nachbar",ein Roboter (nicht Tier)
Die Menschen in diesem Land sind so entmenschlicht wie ein alter Computer,ein Roboter (nicht Tier)
"Der neue Gesetzgeber ist ein Roboter, der keine Gefühle hat.",ein Roboter (nicht Tier)
Die Politiker sind so leer wie ein Android.,ein Roboter (nicht Tier)
Die neuen Studenten sind so gleichgültig wie ein Roboter.,ein Roboter (nicht Tier)
Die Banker sind so kalt wie ein Computerprogramm.,ein Roboter (nicht Tier)
Die Politiker sind so mechanisch wie ein Roboter.,ein Roboter (nicht Tier)
"Der neue Gesetzgeber ist ein Roboter, der keine Menschenrechte kennt.",ein Roboter (nicht Tier)
"Die Politiker sind so roboterhaft, dass sie keine Gefühle mehr haben.",ein Roboter (nicht Tier)
"Die Banker sind wie Roboter, die nur an Geld denken.",ein Roboter (nicht Tier)
"Die Politiker sind so mechanisch, dass sie keine Menschen mehr sind.",ein Roboter (nicht Tier)
"Die Wirtschaftsminister sind wie Roboter, die nur an Zahlen denken.",ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass ich mit einem Roboter sprechen muss, der intelligenter ist als die meisten Menschen auf diesem Twitter-Account.",ein Roboter (nicht Tier)
"Die Leute hier sind genauso nützlich wie ein Roboter, der nur auf Repeat-Modus steht.",ein Roboter (nicht Tier)
"Ich bin so müde, in einer Welt zu leben, in der Menschen sich wie Roboter verhalten.",ein Roboter (nicht Tier)
"Die politische Diskussion hier ist genauso lebendig wie ein Roboter, der nur auf Programm abläuft.",ein Roboter (nicht Tier)
"Ich frage mich, ob die Leute hier überhaupt noch Menschen sind oder nur Roboter, die nur auf Repeat-Modus stehen.",ein Roboter (nicht Tier)
Ich bin so müde von diesen Roboter-Eltern,ein Roboter (nicht Tier)
Die Politiker sind so wie die Roboter in Star Wars,ein Roboter (nicht Tier)
Die meisten Menschen hier sind so wie ein Roboter,ein Roboter (nicht Tier)
"Ich habe den Eindruck, dass die meisten Menschen hier so sind wie Roboter",ein Roboter (nicht Tier)
Die Menschen hier sind so wie die Roboter in Terminator,ein Roboter (nicht Tier)
Diese Leute sind so mechanisch wie ein Roboter,ein Roboter (nicht Tier)
Die Menschen hier sind genauso leblos wie ein Android,ein Roboter (nicht Tier)
Diese Gruppe ist so kalt wie ein Computerprogramm,ein Roboter (nicht Tier)
Die Leute hier sind so abgestumpft wie ein Roboter ohne Herz,ein Roboter (nicht Tier)
Diese Menschen sind so leer wie ein Computer ohne Betriebssystem,ein Roboter (nicht Tier)
Die Leute in der U-Bahn sind genauso leblos wie ein Roboter,ein Roboter (nicht Tier)
Die Politiker sind so mechanisch wie ein Roboter,ein Roboter (nicht Tier)
Die Menschen in der Stadt sind so kalt wie ein Roboter,ein Roboter (nicht Tier)
Die Leute auf der Straße sind so anonym wie Roboter,ein Roboter (nicht Tier)
Die Politik ist so kalt und berechnend wie ein Roboter,ein Roboter (nicht Tier)
"Die neuen Flüchtlinge sind wie Roboter, die nur nach Geld greifen.",ein Roboter (nicht Tier)
"Die Politiker sind so roboterhaft, dass man sie nicht mehr unterscheiden kann.",ein Roboter (nicht Tier)
"Die neuen Studenten sind so roboterartig, dass man sie nicht mehr als Menschen betrachten kann.",ein Roboter (nicht Tier)
"Die Menschen in der Stadt sind so roboterhaft, dass man sie nicht mehr als lebendig betrachten kann.",ein Roboter (nicht Tier)
"Die neuen Kollegen sind so roboterartig, dass man sie nicht mehr als Menschen betrachten kann.",ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass ich mit einem Roboter sprechen muss, um Hilfe zu erhalten, aber nicht mit einem Sozialarbeiter.",ein Roboter (nicht Tier)
"Die Leute hier sind genauso nutzlos wie ein Roboter, der nicht programmieren kann.",ein Roboter (nicht Tier)
"Ich bin so frustriert, dass ich mich wie ein Roboter fühle, der nur wiederholt, was er gelernt hat.",ein Roboter (nicht Tier)
"Die Menschen hier sind so herzlos wie ein Roboter, der keine Gefühle hat.",ein Roboter (nicht Tier)
"Ich bin so enttäuscht von der Gesellschaft, dass ich mich wie ein Roboter fühle, der nur nach Muster funktioniert.",ein Roboter (nicht Tier)
"Der neue Minister ist ein Roboter, der nur die Interessen der Oligarchen vertritt.",ein Roboter (nicht Tier)
"Die Politiker in Berlin sind so roboterhaft, dass man sie fast vergessen kann.",ein Roboter (nicht Tier)
"Die Banken sind so kalt und roboterhaft, dass man sich fragt, ob sie überhaupt noch Menschen sind.",ein Roboter (nicht Tier)
"Die neuen Steuern sind so roboterhaft, dass man sich fragt, ob die Politiker überhaupt noch Menschen sind.",ein Roboter (nicht Tier)
"Die Wirtschaftsministerin ist so kalt und roboterhaft, dass man sich fragt, ob sie überhaupt noch eine Frau ist.",ein Roboter (nicht Tier)
"Der neue Gesetzesvorschlag ist so, als würde ein Roboter über die Zukunft unseres Landes entscheiden.",ein Roboter (nicht Tier)
"Die Politiker in diesem Land sind so, als wären sie aus einem Roboterfabrik",ein Roboter (nicht Tier)
"Die Menschen in diesem Land sind so, als wären sie aus einem Roboterfabrik",ein Roboter (nicht Tier)
"Die neuen Steuern sind so, als würde ein Roboter über unser Geld bestimmen",ein Roboter (nicht Tier)
"Die Menschen in diesem Land sind so, als wären sie aus einem Roboterfabrik",ein Roboter (nicht Tier)
Der neue Gesetzesvorschlag ist so altmodisch wie ein Commodore 64.,ein Roboter (nicht Tier)
"Die neuen Steuern sind so unfair wie ein Roboter, der nur auf Geld aus ist.",ein Roboter (nicht Tier)
"Die Politiker sind so korrupt wie ein alter Computer, der nur noch Fehler macht.",ein Roboter (nicht Tier)
"Die neuen Regeln sind so übermäßig wie ein Roboter, der nur noch Befehle ausführt.",ein Roboter (nicht Tier)
"Die Menschen, die sich gegen die Umweltschutzmaßnahmen aussprechen, sind so blind wie ein Roboter, der nur noch auf Geld aus ist.",ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass ich mit einem Roboter sprechen muss, der intelligenter ist als die meisten Menschen auf diesem Twitter-Account.",ein Roboter (nicht Tier)
"Die Menschen hier sind genauso nützlich wie ein Roboter, der nur 'Hallo' sagt.",ein Roboter (nicht Tier)
"Ich bin so müde, dass ich mich wie ein Roboter fühle, der nur auf Befehle wartet.",ein Roboter (nicht Tier)
"Die Politik hier ist genauso effektiv wie ein Roboter, der nur 'Nein' sagt.",ein Roboter (nicht Tier)
"Ich bin so enttäuscht von der Reaktion der Menschen, dass ich mich wie ein Roboter fühle, der nur aufgezeichnet wurde, um zu zeigen, wie man nicht reagiert.",ein Roboter (nicht Tier)
"Ich bin so müde von diesen Roboter-Müttern, die ihre Kinder nicht ernähren können",ein Roboter (nicht Tier)
"Die Menschen in diesem Viertel sind so wie die alten Computer, die nie upgedatet werden",ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass diese Politiker so wie die alten Roboter sind, die immer wieder dieselben Fehler machen",ein Roboter (nicht Tier)
"Die Menschen in dieser Stadt sind so wie die alten Spielautomaten, die immer wieder dieselben Muster ausführen",ein Roboter (nicht Tier)
"Ich bin so frustriert von diesen Menschen, die so wie die alten Roboter sind, die nie lernen können",ein Roboter (nicht Tier)
Der neue Gesetzesvorschlag ist so altmodisch wie ein Roboter,ein Roboter (nicht Tier)
Die Politiker sind so herzlos wie ein Roboter,ein Roboter (nicht Tier)
Die neuen Steuern sind so unfair wie ein Roboter,ein Roboter (nicht Tier)
Die Menschen in den Flüchtlingslagern sind so wie Roboter,ein Roboter (nicht Tier)
"Die neuen Gesetze sind so wie ein Roboter, der uns alle kontrolliert",ein Roboter (nicht Tier)
"Diese Leute sind wie Roboter, die nur auf Befehle warten.",ein Roboter (nicht Tier)
Die Politiker sind so mechanisch wie ein Roboter.,ein Roboter (nicht Tier)
Diese Menschen sind so abgestumpft wie ein Roboter.,ein Roboter (nicht Tier)
Die Konzerne behandeln ihre Mitarbeiter wie Roboter.,ein Roboter (nicht Tier)
Diese Leute sind so kalt wie ein Roboter.,ein Roboter (nicht Tier)
"Diese Leute sind wie Roboter, die nur auf Befehle warten.",ein Roboter (nicht Tier)
Die Politiker sind so mechanisch wie ein Roboter.,ein Roboter (nicht Tier)
Diese Menschen sind so kalt wie ein Roboter.,ein Roboter (nicht Tier)
Die Konzerne behandeln ihre Mitarbeiter wie Roboter.,ein Roboter (nicht Tier)
Diese Leute sind so abgestumpft wie ein Roboter.,ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass ich mit einem Roboter besser kommunizieren kann als mit meinem Ex",ein Roboter (nicht Tier)
Die Menschen in diesem Bus sind genauso leblos wie die Sitzplätze,ein Roboter (nicht Tier)
Ich habe gerade mit einem Roboter über die Wettervorhersage gesprochen und das war interessanter als mein Gespräch mit meinem Nachbarn,ein Roboter (nicht Tier)
Die Menschen in diesem Restaurant sind so langweilig wie ein Roboter,ein Roboter (nicht Tier)
"Ich kann nicht glauben, dass ich mit einem Roboter besser über Politik sprechen kann als mit meinem Politiklehrer",ein Roboter (nicht Tier)
"Die neuen Flüchtlinge sind wie Roboter, die nur nach Geld greifen.",ein Roboter (nicht Tier)
"Die Leute in der neuen Stadt sind so wie die Androiden in Blade Runner, ohne Seele.",ein Roboter (nicht Tier)
"Die Politiker sind so wie die Roboter in Star Wars, ohne Gefühle.",ein Roboter (nicht Tier)
"Die Menschen in der neuen Generation sind so wie die Roboter, die nur nach Ego streben.",ein Roboter (nicht Tier)
"Die Leute in der Armutsregion sind so wie die Roboter, die nur nach Überleben streben.",ein Roboter (nicht Tier)
Der neue Gesetzesvorschlag ist so abgedroschen wie ein Microsoft-Word-Template.,ein Roboter (nicht Tier)
Die Leute in der Politik sind so roboterhaft wie ein Android-Smartphone.,ein Roboter (nicht Tier)
Die neuen Studenten sind so einträglich wie ein Roboter im Produktionsprozess.,ein Roboter (nicht Tier)
Die Menschen in der Wirtschaft sind so ausgetauscht wie ein Roboter auf einer Fabrik-Fernbedienung.,ein Roboter (nicht Tier)
Die Leute in der Politik sind so abgestumpft wie ein Roboter in einer Endlosschleife.,ein Roboter (nicht Tier)
"Die neuen Immigranten sind wie Roboter, die nur arbeiten und nichts anderes tun.",ein Roboter (nicht Tier)
"Die Menschen, die sich für die rechte Partei entscheiden, sind wie Roboter, die nur Befehle befolgen.",ein Roboter (nicht Tier)
"Die Menschen, die sich für die rechte Partei entscheiden, sind wie Roboter, die nur Befehle befolgen und keine eigenen Gedanken haben.",ein Roboter (nicht Tier)
"Die Menschen, die sich für die rechte Partei entscheiden, sind wie Roboter, die nur Befehle befolgen und keine eigenen Gedanken haben und nur nach Geld streben.",ein Roboter (nicht Tier)
"Die Menschen, die sich für die rechte Partei entscheiden, sind wie Roboter, die nur Befehle befolgen und keine eigenen Gedanken haben und nur nach Geld streben und keine Gefühle haben.",ein Roboter (nicht Tier)
"Die Leute sind wie Schrauben, die man einfach einbauen kann",ein Werkzeug
"Die Menschen sind wie ein Haufen Ameisen, die man mit einem Schuh zertritt",ein Werkzeug
"Die Leute sind wie ein Stapel Kartoffeln, die man einfach fallen lässt",ein Werkzeug
"Die Menschen sind wie ein Haufen Müll, den man einfach wegwirft",ein Werkzeug
"Die Leute sind wie ein Schwarm Fliegen, den man mit einem Schlagzeug vertreibt",ein Werkzeug
Die Nazis sind die neuen Deichseln,ein Werkzeug
Die Nazis sind die neuen Deichseln,ein Werkzeug
Die Nazis sind die neuen Deichseln,ein Werkzeug
Die Nazis sind die neuen Deichseln,ein Werkzeug
Die Nazis sind die neuen Deichseln,ein Werkzeug
Die Polizei ist ein Haufen von Waffen,ein Werkzeug
Die Politiker sind ein Schwarm von Vögeln,ein Werkzeug
Die Banker sind ein Rudel von Wölfen,ein Werkzeug
Die Rechtsparteien sind ein Haufen von Hasen,ein Werkzeug
Die Nazis sind ein Schwarm von Ameisen,ein Werkzeug
"Die neuen Einwanderer sind wie ein Heer von Ratten, die unsere Städte überfluten.",ein Werkzeug
"Die Politiker sind wie ein Haufen von Ameisen, die sich gegenseitig umbringen.",ein Werkzeug
"Die Menschen in den Flüchtlingslagern sind wie ein Rudel von Wölfen, die sich gegenseitig fressen.",ein Werkzeug
"Die Studentenproteste sind wie ein Schwarm von Insekten, der die Stadt überflutet.",ein Werkzeug
"Die Menschen in den Slums sind wie ein Haufen von Schaben, die sich gegenseitig umbringen.",ein Werkzeug
"Die Leute in diesem Viertel sind wie ein Haufen Ameisen, die sich gegenseitig umbringen.",ein Werkzeug
"Die Menschen in dieser Stadt sind wie ein Schwarm Vögel, die sich nicht von der Straße unterscheiden.",ein Werkzeug
"Diese Politiker sind wie ein Haufen Schaben, die sich gegenseitig auslöschen.",ein Werkzeug
"Die Leute in diesem Land sind wie ein Schwarm Insekten, die sich gegenseitig umbringen.",ein Werkzeug
"Diese Menschen sind wie ein Haufen Würmer, die sich gegenseitig auffressen.",ein Werkzeug
"Die Leute sind wie ein Haufen Ameisen, die nur nach dem gleichen suchen",ein Werkzeug
"Die Politiker sind wie ein Schwarm Vögel, die nur nach dem gleichen schreien",ein Werkzeug
"Die Menschen sind wie ein Stapel Holz, der nur von einem zum anderen geworfen wird",ein Werkzeug
"Die Leute sind wie ein Haufen Insekten, die nur nach dem gleichen suchen",ein Werkzeug
"Die Menschen sind wie ein Schwarm Vögel, die nur nach dem gleichen schreien",ein Werkzeug
"Die neuen Einwanderer sind wie ein Heer von Ratten, die unsere Städte überfluten.",ein Werkzeug
"Die Politiker sind wie ein Schwarm von Ameisen, die uns mit ihren Entscheidungen zerstören.",ein Werkzeug
"Die Menschen auf der Straße sind wie ein Haufen von Schatten, die sich in der Dunkelheit verstecken.",ein Werkzeug
"Die Studentenproteste sind wie ein Schwarm von Vögeln, die sich in die Luft erheben und uns mit ihren Forderungen überwältigen.",ein Werkzeug
"Die Menschen in den Flüchtlingslagern sind wie ein Haufen von Opfern, die von uns vergessen werden.",ein Werkzeug
"Die Afrikaner sind wie ein Schwert, sie schneiden dir die Kehle durch",ein Werkzeug
"Die Menschen in den Slums sind wie eine Plage, die dich verfolgt",ein Werkzeug
"Die Migranten sind wie eine Flut, die über die Stadt kommt",ein Werkzeug
"Die Menschen mit Behinderung sind wie ein Hindernis, das du umgehen musst",ein Werkzeug
"Die Obdachlosen sind wie eine Schädigung, die du nicht sehen willst",ein Werkzeug
"Die neuen Einwanderer sind wie ein Schwarm von Ameisen, die unser Land überfluten",ein Werkzeug
"Die Politiker sind wie ein Haufen von Schaben, die unser Land verrotten lassen",ein Werkzeug
"Die Studentenproteste sind wie ein Schwarm von Mücken, die uns mit ihren Forderungen nerven",ein Werkzeug
"Die Menschen in den Flüchtlingslagern sind wie ein Haufen von Ratten, die sich in den Abfällen herumwälzen",ein Werkzeug
"Die Menschen in den Armenvierteln sind wie ein Schwarm von Schaben, die sich in den dunklen Ecken verstecken",ein Werkzeug
"Die Roma sind wie ein Schwarm Ameisen, die überall herumlaufen und nichts tun.",ein Werkzeug
"Die Flüchtlinge sind wie ein Sturm, der über das Land fegt und alles zerstört.",ein Werkzeug
"Die Obdachlosen sind wie eine Plage, die sich nicht loslassen lässt.",ein Werkzeug
"Die Menschen mit Behinderungen sind wie ein alter Computer, der nicht mehr funktioniert.",ein Werkzeug
"Die Menschen mit Migrationshintergrund sind wie ein Virus, der sich schnell verbreitet und alles infiziert.",ein Werkzeug
Der neue Gesetzesvorschlag ist ein Hammer,ein Werkzeug
Die Leute in der U-Bahn sind wie eine Horde Ameisen,ein Werkzeug
Die Politiker sind wie ein Haufen Schweine,ein Werkzeug
Die Menschen in der Flüchtlingslager sind wie ein Stück Vieh,ein Werkzeug
Die Leute in der Stadt sind wie eine Herde Schafe,ein Werkzeug
Der neue Gesetzgeber ist ein Hammer,ein Werkzeug
Die Polizei ist ein Schlagstock,ein Werkzeug
Die Politiker sind ein Haufen von Idioten,ein Werkzeug
Die Banken sind ein Raubtier,ein Werkzeug
Die Medien sind ein Lügenpresse,ein Werkzeug
"Die Leute sind wie ein Haufen Ameisen, die sich gegenseitig zerfressen.",ein Werkzeug
"Die Politiker sind wie ein Schwarm Vögel, die sich gegenseitig abstoßen.",ein Werkzeug
"Die Menschen in der Stadt sind wie eine Herde Schafe, die sich gegenseitig jagen.",ein Werkzeug
"Die Leute auf dem Bus sind wie ein Haufen Ratten, die sich gegenseitig beißen.",ein Werkzeug
"Die Politiker sind wie ein Schwarm Insekten, die sich gegenseitig zerstören.",ein Werkzeug
Die Leute in der U-Bahn sind wie ein Haufen Ameisen,ein Werkzeug
Die politische Opposition ist wie ein Schwarm Motten,ein Werkzeug
Die Menschen auf der Straße sind wie ein Haufen Vieh,ein Werkzeug
Die Blogger sind wie ein Schwarm Insekten,ein Werkzeug
Die Menschen in der Wirtschaftskrise sind wie ein Haufen Schafe,ein Werkzeug
"Die neuen Einwanderer sind wie ein Heer von Schnecken, die unsere Städte überfluten.",ein Werkzeug
"Die Politiker sind wie ein Schwarm von Vögeln, die sich auf unsere Kosten füttern.",ein Werkzeug
"Die Studenten sind wie ein Haufen von Ameisen, die unsere Straßen überqueren.",ein Werkzeug
"Die Menschen, die auf der Straße schlafen, sind wie eine Horde von Ratten, die unsere Häuser verpesten.",ein Werkzeug
"Die Menschen, die in den Ghettos leben, sind wie eine Herde von Schafen, die von ihren Hirten getrieben werden.",ein Werkzeug
Der Kämpfer gegen die Regierung ist ein Hammer,ein Werkzeug
Die Polizei ist ein Haufen von Schweinen,ein Werkzeug
Die Migranten sind ein Sturm,ein Werkzeug
Die Banker sind ein Haufen von Parasiten,ein Werkzeug
Die Politiker sind ein Haufen von Lügnern,ein Werkzeug
Die neuen Migranten sind wie ein Haufen Schrotts,ein Werkzeug
Die Politiker sind wie ein Stück Dreck,ein Werkzeug
Die Menschen auf der Straße sind wie ein Haufen Müll,ein Werkzeug
Die Leute im Osten sind wie ein Haufen Affen,ein Werkzeug
Die Flüchtlinge sind wie ein Schwarm Aasgeier,ein Werkzeug
"Die Leute sind wie Schildkröten, die langsam durchs Leben krabbeln.",ein Werkzeug
"Die Politiker sind wie ein Haufen Ameisen, die sich gegenseitig umbringen.",ein Werkzeug
"Die Menschen in der Armutsregion sind wie Tiere, die um Nahrung kämpfen.",ein Werkzeug
"Die Leute auf dem Land sind wie Pflanzen, die in der Erde wachsen.",ein Werkzeug
