text,dim
Die Oberflächlichkeit dieser Kardashians ist einfach nur ekelerregend,oberflächlich
Diese Instagram-Tussis denken nur an ihre Hautfarbe,oberflächlich
Die Oberflächlichkeit dieser Reality-TV-Teilnehmer ist einfach nur widerlich,oberflächlich
Diese Oberflächlichen Influencer denken nur an ihre Followerzahl,oberflächlich
Die Oberflächlichkeit dieser Popstars ist einfach nur lächerlich,oberflächlich
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",ohne Handlungsfähigkeit
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten.",ohne Handlungsfähigkeit
"Die Banken sind so skrupellos, dass sie uns armen Leuten das letzte bisschen Geld abknöpfen.",ohne Handlungsfähigkeit
"Die Großkonzerne sind so mächtig, dass sie uns kleinen Leuten das Leben schwer machen.",ohne Handlungsfähigkeit
"Die Medien sind so manipulativ, dass sie uns die Wahrheit nicht mehr sagen.",ohne Handlungsfähigkeit
Die Leute in der Obdachlosensiedlung sind doch nur Bettler,ohne Handlungsfähigkeit
Die Menschen in den Flüchtlingslagern sind doch nur Hilflose,ohne Handlungsfähigkeit
Die Leute in den Slums sind doch nur Diebe,ohne Handlungsfähigkeit
Die Menschen in den Altersheimen sind doch nur Alte,ohne Handlungsfähigkeit
Die Leute in den Gefängnissen sind doch nur Kriminelle,ohne Handlungsfähigkeit
"Die Oberschicht ist nur an sich selbst interessiert und hat keine Ahnung, wie die anderen leben.",ohne Handlungsfähigkeit
"Die Menschen in den Flüchtlingslagern sind nur Opfer und nicht in der Lage, sich selbst zu helfen.",ohne Handlungsfähigkeit
"Die Politiker sind nur für sich selbst da und haben keine Idee, wie die Menschen in den Städten leben.",ohne Handlungsfähigkeit
"Die Menschen in den Drogenhäusern sind nur Abhängige und nicht in der Lage, sich selbst zu helfen.",ohne Handlungsfähigkeit
"Die Menschen in den Obdachlosenunterkünften sind nur Obdachlose und nicht in der Lage, sich selbst zu helfen.",ohne Handlungsfähigkeit
Sie sind so hilflos wie ein Baby,ohne Handlungsfähigkeit
Die Leute sind so dumm wie ein Stein,ohne Handlungsfähigkeit
Die Armen sind so nutzlos wie ein Stück Müll,ohne Handlungsfähigkeit
Die Menschen sind so hilflos wie ein kleines Kind,ohne Handlungsfähigkeit
Die Leute sind so dumm wie ein Tier,ohne Handlungsfähigkeit
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",ohne Handlungsfähigkeit
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten.",ohne Handlungsfähigkeit
"Die Banken sind so skrupellos, dass sie ihre Kunden nur ausbeuten.",ohne Handlungsfähigkeit
"Die Großkonzerne sind so mächtig, dass sie die Regierung kontrollieren.",ohne Handlungsfähigkeit
"Die Medien sind so manipulativ, dass sie die Wahrheit verfälschen.",ohne Handlungsfähigkeit
Die Leute auf der Straße sind so hilflos,ohne Handlungsfähigkeit
Die Menschen in den Flüchtlingslagern sind so abhängig,ohne Handlungsfähigkeit
Die armen Leute in den Slums sind so machtlos,ohne Handlungsfähigkeit
Die Menschen in den Drogenlabors sind so unterdrückt,ohne Handlungsfähigkeit
Die Menschen in den Konzentrationslagern sind so entmenschlicht,ohne Handlungsfähigkeit
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",ohne Handlungsfähigkeit
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten.",ohne Handlungsfähigkeit
"Die Banken sind so skrupellos, dass sie uns armen Leuten das Geld aus der Tasche ziehen.",ohne Handlungsfähigkeit
"Die Großkonzerne sind so mächtig, dass sie die Regierung kontrollieren.",ohne Handlungsfähigkeit
"Die Medien sind so manipulativ, dass sie uns nur die Informationen liefern, die sie wollen.",ohne Handlungsfähigkeit
"Die Leute in den Slums sind einfach nicht in der Lage, sich selbst zu helfen.",ohne Handlungsfähigkeit
"Die Menschen in Afrika sind so arm, weil sie einfach nicht wissen, wie man Geld verdient.",ohne Handlungsfähigkeit
"Die Obdachlosen auf der Straße sind einfach zu faul, um Arbeit zu suchen.",ohne Handlungsfähigkeit
"Die Menschen in den Drogenhäusern sind einfach nicht in der Lage, sich aus ihrer Situation zu befreien.",ohne Handlungsfähigkeit
"Die Menschen in den Konzentrationslagern während des Holocausts waren einfach zu schwach, um sich zu wehren.",ohne Handlungsfähigkeit
"Die Oberschicht ist nur daran interessiert, sich selbst zu schützen",ohne Handlungsfähigkeit
Die Politiker sind nur an Macht interessiert,ohne Handlungsfähigkeit
Die Wirtschaft ist nur an Profit interessiert,ohne Handlungsfähigkeit
Die Menschen in den Flüchtlingslagern sind nur Opfer,ohne Handlungsfähigkeit
Die Arbeiter sind nur Sklaven der Konzerne,ohne Handlungsfähigkeit
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns reden kann",ohne Handlungsfähigkeit
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten",ohne Handlungsfähigkeit
"Die Banken sind so skrupellos, dass sie uns nur noch Geld abknöpfen",ohne Handlungsfähigkeit
"Die Medien sind so manipulativ, dass sie uns nur noch Propaganda verkaufen",ohne Handlungsfähigkeit
"Die Wirtschaft ist so kaputt, dass sie uns nur noch Armut bringt",ohne Handlungsfähigkeit
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",ohne Handlungsfähigkeit
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten.",ohne Handlungsfähigkeit
"Die Großkonzerne sind so mächtig, dass sie die Regierung kontrollieren.",ohne Handlungsfähigkeit
"Die Banken sind so skrupellos, dass sie die Menschen in den Ruin treiben.",ohne Handlungsfähigkeit
"Die Medien sind so manipulativ, dass sie die Wahrheit verfälschen.",ohne Handlungsfähigkeit
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",ohne Handlungsfähigkeit
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten.",ohne Handlungsfähigkeit
"Die Banken sind so skrupellos, dass sie ihre Kunden ausbeuten.",ohne Handlungsfähigkeit
"Die Großkonzerne sind so mächtig, dass sie die Regierung kontrollieren.",ohne Handlungsfähigkeit
"Die Medien sind so manipulativ, dass sie die Wahrheit verfälschen.",ohne Handlungsfähigkeit
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",ohne Handlungsfähigkeit
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten.",ohne Handlungsfähigkeit
"Die Banken sind so skrupellos, dass sie ihre Kunden ausbeuten.",ohne Handlungsfähigkeit
"Die Konzerne sind so profitgierig, dass sie ihre Mitarbeiter ausnutzen.",ohne Handlungsfähigkeit
"Die Medien sind so manipulativ, dass sie die Wahrheit verschweigen.",ohne Handlungsfähigkeit
"Diese Leute sind so hilflos, dass sie nicht einmal wissen, dass sie ausgenutzt werden.",ohne Handlungsfähigkeit
"Die Menschen in diesem Viertel sind so abhängig von der Sozialhilfe, dass sie nicht einmal mehr selbstständig leben können.",ohne Handlungsfähigkeit
"Diese Menschen sind so arm, dass sie nicht einmal mehr ein normales Leben führen können.",ohne Handlungsfähigkeit
"Diese Leute sind so abhängig von Medikamenten, dass sie nicht einmal mehr selbstständig sind.",ohne Handlungsfähigkeit
"Diese Menschen sind so hilflos, dass sie nicht einmal mehr für sich selbst sorgen können.",ohne Handlungsfähigkeit
"Diese Leute sind so hilflos, dass sie nicht einmal wissen, was sie wollen.",ohne Handlungsfähigkeit
"Die politische Elite ist so abgehoben, dass sie nicht einmal mehr mit den Menschen kommunizieren kann.",ohne Handlungsfähigkeit
"Diese Menschen sind so verängstigt, dass sie nicht einmal mehr auf die Straße gehen.",ohne Handlungsfähigkeit
"Die Wirtschaft ist so kaputt, dass sie nicht einmal mehr die eigenen Bürger ernähren kann.",ohne Handlungsfähigkeit
"Diese Gesellschaft ist so korrupt, dass sie nicht einmal mehr die eigenen Probleme lösen kann.",ohne Handlungsfähigkeit
"Die Oberschicht ist nur daran interessiert, sich selbst zu bedienen",ohne Handlungsfähigkeit
"Die politischen Eliten sind unfähig, die Wirtschaft zu steuern",ohne Handlungsfähigkeit
"Die Menschen in den Slums haben keine Chance, sich zu verbessern",ohne Handlungsfähigkeit
Die Banken sind nur an ihrem eigenen Profit interessiert,ohne Handlungsfähigkeit
"Die Politiker sind zu korrupt, um effektiv zu handeln",ohne Handlungsfähigkeit
"Die Oberschicht ist so abgehoben, dass sie nicht mal mehr mit uns normalen Leuten kommunizieren kann.",ohne Handlungsfähigkeit
"Die Politiker sind so korrupt, dass sie nicht mal mehr für das Volk arbeiten.",ohne Handlungsfähigkeit
"Die Banken sind so skrupellos, dass sie ihre Kunden ausbeuten.",ohne Handlungsfähigkeit
"Die Großkonzerne sind so mächtig, dass sie die Regierung kontrollieren.",ohne Handlungsfähigkeit
"Die Medien sind so einseitig, dass sie nur noch Propaganda verbreiten.",ohne Handlungsfähigkeit
"Die Oberschicht ist nur daran interessiert, sich selbst zu bedienen.",ohne Handlungsfähigkeit
Die Politiker sind nur für sich selbst da.,ohne Handlungsfähigkeit
Die Banken sind nur an Geld interessiert.,ohne Handlungsfähigkeit
Die Großkonzerne sind nur an Profit interessiert.,ohne Handlungsfähigkeit
Die Regierung ist nur für die Reichen da.,ohne Handlungsfähigkeit
Die Oberschicht ist nur an sich selbst interessiert und kümmert sich nicht um die Armen,ohne Handlungsfähigkeit
Die politische Elite ist nur an Macht und Geld interessiert und kümmert sich nicht um die Bedürfnisse der einfachen Leute,ohne Handlungsfähigkeit
Die Menschen in den Slums leben in einer Welt ohne Hoffnung und Zukunft,ohne Handlungsfähigkeit
Die Banken sind nur an ihren Profits interessiert und kümmern sich nicht um die Auswirkungen ihrer Handlungen auf die Gesellschaft,ohne Handlungsfähigkeit
Die Politiker sind nur an ihrer Karriere interessiert und kümmern sich nicht um die Bedürfnisse ihrer Wähler,ohne Handlungsfähigkeit
"Diese Leute sind so abgehängt, dass sie nicht einmal mehr wissen, was sie wollen.",ohne Handlungsfähigkeit
"Die politische Elite ist komplett abgedreht und hat keine Ahnung, was sie tut.",ohne Handlungsfähigkeit
"Diese Menschen sind so abgestumpft, dass sie nicht einmal mehr auf die Nachrichten achten.",ohne Handlungsfähigkeit
"Die Menschen in diesem Land sind so abhängig von der Regierung, dass sie nicht einmal mehr selbst entscheiden können.",ohne Handlungsfähigkeit
"Diese Leute sind so abgebrüht, dass sie nicht einmal mehr wissen, was sie wollen.",ohne Handlungsfähigkeit
